protein,metabolite,n_pair,r,p,q,r_s,p_s,q_s,sign,abs_r,metabolite_label,module_protein
AGRP,fid_23589,10431,0.3234035319113458,1.590409517030508e-252,4.3896207339846927e-250,0.35979597821528636,2.41346424e-299,1.0296509002e-297,+,0.3234035319113458,Phospholipids to Total Lipids in Large VLDL percentage,3
APOC1,fid_23534,9892,0.33155923763746437,1.9152064532749857e-252,5.2780725757961857e-250,0.3740269001670276,0,0,+,0.33155923763746437,Cholesteryl Esters in Large LDL,3
ACY1,fid_23484,10283,0.32543470055868523,2.9105554006154343e-252,8.002949775457987e-250,0.3244185890955692,1.2986972091317358e-250,2.7437645678685743e-248,+,0.32543470055868523,Cholesterol in Chylomicrons and Extremely Large VLDL,3
LDLR,fid_23634,10338,0.3246127212060695,2.9365879438238145e-252,8.071480337573472e-250,0.35112538775303553,1.074134065253112e-292,3.821035065058537e-292,+,0.3246127212060695,Phospholipids to Total Lipids in Large HDL percentage,3
AFM,fid_23408,9911,0.3311395757137167,2.979111270901305e-252,8.18526847476891e-250,0.331701647347539,3.739230994543968e-253,8.16045960139716e-251,+,0.3311395757137167,Triglycerides in VLDL,3
CD300LG,fid_23563,10349,0.3243533344902192,4.2141675123702e-252,1.157428263405987e-249,0.3125577426602438,2.66963077488334e-233,4.5858611234151916e-231,+,0.3243533344902192,Free Cholesterol in Large HDL,3
CD300LG,fid_23406,10349,0.32435172783469524,4.239659811505209e-252,1.1639905249447007e-249,0.3168657729092334,4.553014342346982e-240,8.496940435249686e-238,+,0.32435172783469524,HDL Cholesterol,3
LDLR,fid_23425,10338,0.3245073887326551,4.360256053970224e-252,1.1961975435329764e-249,0.3303264799308766,1.1278935199046457e-261,2.7048150145358755e-259,+,0.3245073887326551,Total Lipids in LDL,3
PRSS8,fid_23597,10221,-0.32615769038954445,6.338190698998528e-252,1.7342504969473692e-249,-0.3144353914914112,2.4362469393875476e-233,4.188911649311649e-231,-,0.32615769038954445,Free Cholesterol to Total Lipids in Medium VLDL percentage,3
TTR,fid_23576,9810,0.3324760511753256,7.929027012263687e-252,2.1670897270953215e-249,0.3188599665640142,1.1164504626914675e-230,1.8577567236153242e-228,+,0.3324760511753256,Cholesteryl Esters in Small HDL,3
CKB,fid_23551,9921,0.3307072970723193,8.208114911046001e-252,2.2425253946553596e-249,0.34075488423755257,3.337436027116341e-268,8.571192841594935e-266,+,0.3307072970723193,Concentration of Very Large HDL Particles,3
HHEX,fid_23529,9903,0.3309696800513336,8.868824408994427e-252,2.4212190034228007e-249,0.3247849656371531,5.3212615041778255e-242,1.0170582449583071e-239,+,0.3309696800513336,Triglycerides in IDL,1
PLA2G7,fid_23543,10349,0.32411460052524843,1.0321130813841475e-251,2.8155913331505993e-249,0.32864615288164983,3.70792552900351e-259,8.622135188492133e-257,+,0.32411460052524843,Triglycerides in Medium LDL,3
HHEX,fid_23492,9903,0.33092764990996976,1.0353552070338739e-251,2.8233775731354193e-249,0.3304532796731826,5.9301324301867225e-251,1.259075407311993e-248,+,0.33092764990996976,Cholesteryl Esters in Very Large VLDL,1
TFPI,fid_23521,10254,0.32545426023538787,1.3734689435520093e-251,3.7439991789461733e-249,0.35542999675499337,4.910665238731783e-292,1.8385363933695665e-291,+,0.32545426023538787,Free Cholesterol in Very Small VLDL,3
ASGR1,fid_23486,10264,0.32528694069905184,1.4657729490308469e-251,3.99411878762364e-249,0.33418318372869366,3.0605750794027437e-266,7.686574114273501e-264,+,0.32528694069905184,Free Cholesterol in Chylomicrons and Extremely Large VLDL,3
CD300LG,fid_23418,10349,0.3239985410225644,1.5948429985478386e-251,4.34419833497035e-249,0.31602766530740795,9.63519406428948e-239,1.7673272152796416e-236,+,0.3239985410225644,Cholesteryl Esters in HDL,3
PROC,fid_23428,10312,0.32454516274977824,1.6102093436499114e-251,4.384413901835705e-249,0.31866113117405487,4.627943456788988e-242,8.852410518592269e-240,+,0.32454516274977824,Concentration of VLDL Particles,3
IGFBP1,fid_23501,10410,-0.32309207140861157,1.63800222386629e-251,4.458422754636987e-249,-0.33556728128749475,2.327389239217187e-272,6.255305494134887e-270,-,0.32309207140861157,Triglycerides in Large VLDL,3
TFPI,fid_23549,10254,0.3253884962650539,1.7558111363819317e-251,4.775511031238611e-249,0.35406311866100526,1.4539848169686541e-291,5.320509841024859e-292,+,0.3253884962650539,Free Cholesterol in Small LDL,3
GCG,fid_23522,10125,0.32727746171852107,2.2210060090196858e-251,6.033998284907692e-249,0.33693723148117527,3.0278327127663513e-267,7.683885634011838e-265,+,0.32727746171852107,Triglycerides in Very Small VLDL,3
LCAT,fid_23556,9904,-0.33068974645894883,2.3454380219676516e-251,6.369675817965112e-249,-0.3463412007034587,4.117909572422105e-277,1.168925807475532e-274,-,0.33068974645894883,Free Cholesterol in Very Large HDL,3
APOC1,fid_23531,9892,0.3308730344674491,2.396726355590374e-251,6.506535446513522e-249,0.37226827288597736,1.0000000000000001e-307,4.529e-304,+,0.3308730344674491,Total Lipids in Large LDL,3
FCAMR,fid_23418,9919,-0.3304410227474643,2.4578589223677547e-251,6.670007777368216e-249,-0.3327906834318876,4.1397082558409557e-255,9.230978678688591e-253,-,0.3304410227474643,Cholesteryl Esters in HDL,3
CREG1,fid_23455,10201,0.3260320268029091,3.119810526663724e-251,8.45376893592732e-249,0.3275049552343052,1.274787680390939e-253,2.8039434664729408e-251,+,0.3260320268029091,Saturated Fatty Acids to Total Fatty Acids percentage,3
RTN4R,fid_23642,10438,-0.32244174306953344,4.038931315136402e-251,1.0932105847161702e-248,-0.33460809119920915,1.9149544198907407e-271,5.0922744996924295e-269,-,0.32244174306953344,Free Cholesterol to Total Lipids in Medium HDL percentage,3
F9,fid_23554,10312,-0.3242502186731824,4.853699508767569e-251,1.3122784369865428e-248,-0.3461766531233944,3.760722285627841e-288,1.217595737981163e-285,-,0.3242502186731824,Cholesterol in Very Large HDL,3
MAMDC4,fid_23430,9877,0.33091217070721934,4.9566860634161455e-251,1.339624934080202e-248,0.3254811378848504,1.8601133675307503e-242,3.5721391344321993e-240,+,0.33091217070721934,Concentration of HDL Particles,3
LCAT,fid_23577,9904,0.33041985255766926,6.328471702007062e-251,1.7084690554364589e-248,0.34667528311202067,1.11816998695714e-277,3.1940121942584554e-275,+,0.33041985255766926,Free Cholesterol in Small HDL,3
PLA2G7,fid_23599,10349,0.32362458829208435,6.472813166515485e-251,1.7467883531870469e-248,0.31546928894764165,7.32180957419892e-238,1.3285990269160998e-235,+,0.32362458829208435,Phospholipids to Total Lipids in Small VLDL percentage,3
CFI,fid_23495,9911,0.33027962882820294,7.069130636628763e-251,1.907006724931654e-248,0.3409257751341103,3.219779316231945e-268,8.274866950547835e-266,+,0.33027962882820294,Concentration of Large VLDL Particles,3
PROC,fid_23502,10312,0.3241352246121809,7.460298037317008e-251,2.0117844904061975e-248,0.31882733092086285,2.518471920716653e-242,4.830070784293647e-240,+,0.3241352246121809,Concentration of Medium VLDL Particles,3
SSC5D,fid_23486,10345,0.32363805190374956,7.680534677395945e-251,2.0704075972759476e-248,0.3229664125704644,9.452090744966995e-250,1.978000819619636e-247,+,0.32363805190374956,Free Cholesterol in Chylomicrons and Extremely Large VLDL,3
MFGE8,fid_23492,10349,0.3235674166926645,8.017296415597228e-251,2.160386819057713e-248,0.31632620411407447,3.252213808302617e-239,6.004690561784549e-237,+,0.3235674166926645,Cholesteryl Esters in Very Large VLDL,3
ADIPOQ,fid_23634,9911,-0.33023659020540047,8.280930714718025e-251,2.230601391303137e-248,-0.336442961124147,7.83243542625352e-261,1.858102339955613e-258,-,0.33023659020540047,Phospholipids to Total Lipids in Large HDL percentage,3
PRSS8,fid_23443,10212,-0.3255242029435744,1.11380370418852e-250,2.994667191017429e-248,-0.31268263574525895,1.97466792003686e-230,3.27682769775802e-228,-,0.3255242029435744,Degree of Unsaturation,3
LPL,fid_23606,10283,0.3244264086375677,1.2613573529017438e-250,3.390140096345707e-248,0.3236465947661642,2.3040579195633747e-249,4.7967836482324156e-247,+,0.3244264086375677,Cholesteryl Esters to Total Lipids in Very Small VLDL percentage,3
CD4,fid_23493,10277,0.32449555123744467,1.3610764374689936e-250,3.6568039138196576e-248,0.3729389308548467,0,0,+,0.32449555123744467,Free Cholesterol in Very Large VLDL,3
HHEX,fid_23487,9903,0.33020571725086356,1.472639655966609e-250,3.955080822447266e-248,0.339349100741266,2.14957661444992e-265,5.354277544713355e-263,+,0.33020571725086356,Triglycerides in Chylomicrons and Extremely Large VLDL,1
CCL27,fid_23484,10283,0.32432013877566906,1.8749587547852755e-250,5.031879076766603e-248,0.3151151916613941,8.363250453321894e-236,1.4777857459795858e-233,+,0.32432013877566906,Cholesterol in Chylomicrons and Extremely Large VLDL,3
CFP,fid_23500,9911,0.3298882426940933,2.977299159831433e-250,7.981431733343028e-248,0.3669815178905952,1.23739355006e-296,5.1463339163388004e-294,+,0.3298882426940933,Free Cholesterol in Large VLDL,3
CFP,fid_23498,9911,0.32980340632050437,4.0649720944155633e-250,1.0881193249585126e-247,0.3657389878238495,2.273278449098e-295,9.25365455129591e-293,+,0.32980340632050437,Cholesterol in Large VLDL,3
SMOC1,fid_23481,10438,0.321798629069897,4.5159022059029125e-250,1.2079366243350606e-247,0.35551554103487143,1.3594531838539328e-291,5.3599497965593516e-291,+,0.321798629069897,Concentration of Chylomicrons and Extremely Large VLDL Particles,3
AFM,fid_23634,9911,0.32973905630330463,5.1476281285808757e-250,1.3753974808886316e-247,0.33961904440959184,4.7157635771499695e-266,1.1827222801744768e-263,+,0.32973905630330463,Phospholipids to Total Lipids in Large HDL percentage,3
CPM,fid_23596,10371,-0.32272099215536165,5.645412390971073e-250,1.5078471795535058e-247,-0.33229941358075127,8.213722429272806e-266,2.05294263548432e-263,-,0.32272099215536165,Cholesteryl Esters to Total Lipids in Medium VLDL percentage,3
GHR,fid_23442,9667,0.33358644301363766,6.202993432697454e-250,1.656165114137891e-247,0.3267723076438747,2.5178597473887743e-239,4.653545724638725e-237,+,0.33358644301363766,Total Fatty Acids,3
LPL,fid_23643,10283,-0.32399364980289386,6.330787915981711e-250,1.6890463257057264e-247,-0.33774349306735046,9.375077383928622e-273,2.5271979433750436e-270,-,0.32399364980289386,Triglycerides to Total Lipids in Medium HDL percentage,3
APOM,fid_23523,10312,0.3234951833439659,8.134272082861193e-250,2.1686237535723854e-247,0.31719571707940747,9.72846713573143e-240,1.8067468869604492e-237,+,0.3234951833439659,Concentration of IDL Particles,3
GHR,fid_23510,9676,0.3333506167637942,8.587841805754138e-250,2.2887085821884352e-247,0.33838276269432677,8.386812015924753e-258,1.9219610293181569e-255,+,0.3333506167637942,Total Lipids in Small VLDL,3
PON3,fid_23568,10351,0.3228414066414087,1.0828935792765803e-249,2.8817520479858706e-247,0.3550915758176521,2.90579570549076e-293,1.1148743125673291e-291,+,0.3228414066414087,Cholesterol in Medium HDL,3
SSC5D,fid_23481,10345,0.32291204440357135,1.157845856624499e-249,3.08008580515146e-247,0.32265359008035427,3.0361118071967344e-249,6.311808478424957e-247,+,0.32291204440357135,Concentration of Chylomicrons and Extremely Large VLDL Particles,3
IGFBP1,fid_23598,10410,-0.3219512634024879,1.180453644369198e-249,3.139079410377421e-247,-0.3257029672618409,8.553487530040251e-256,1.9214380149773475e-253,-,0.3219512634024879,Triglycerides to Total Lipids in Medium VLDL percentage,3
APCS,fid_23420,9838,0.3305974713094851,1.506196135497193e-249,4.0038357001844976e-247,0.3393872042141237,9.957839311763901e-264,2.443555061619415e-261,+,0.3305974713094851,Free Cholesterol in VLDL,3
APOA1,fid_23551,9911,0.3293624974815465,2.0473937267206198e-249,5.4325498867586166e-247,0.3793589971736325,0,0,+,0.3293624974815465,Concentration of Very Large HDL Particles,3
MFGE8,fid_23588,10261,0.32397979278700156,2.2598815352980353e-249,5.994179293700303e-247,0.3573590259844918,9.431876216628609e-292,3.66121289126408e-293,+,0.32397979278700156,Triglycerides to Total Lipids in Very Large VLDL percentage,3
ADH4,fid_23633,10142,0.32572643769034343,2.6683614167268036e-249,7.072489019854404e-247,0.3905715802543672,0,0,+,0.32572643769034343,Triglycerides to Total Lipids in Very Large HDL percentage,3
IL1RN,fid_23553,10240,-0.3241749163298834,3.5138279677065336e-249,9.303233423979422e-247,-0.3559761757884803,1.2953794031258529e-291,4.87997983871056e-293,-,0.3241749163298834,Phospholipids in Very Large HDL,3
APOM,fid_23505,10312,0.32297937398209486,5.554593945374941e-249,1.4663704923759186e-246,0.31474033608833796,7.087541481350375e-236,1.25328086825724e-233,+,0.32297937398209486,Cholesterol in Medium VLDL,3
CCL27,fid_23409,10283,0.3234092098598733,5.569470318544493e-249,1.4697646387002482e-246,0.32169922257403516,3.1391636796770006e-246,6.309771012118951e-244,+,0.3234092098598733,Triglycerides in LDL,3
TMPRSS15,fid_23465,10316,0.3228856899024053,6.313891672517807e-249,1.6650075486716004e-246,0.3169010168763257,2.29905040787979e-239,4.2523785545512675e-237,+,0.3228856899024053,Isoleucine,3
IL1RN,fid_23613,10240,0.3239954755646313,6.838119530230131e-249,1.8019435276353388e-246,0.3408383207165215,6.662105741314894e-277,1.886716122717508e-274,+,0.3239954755646313,Triglycerides to Total Lipids in IDL percentage,3
CCN1,fid_23511,10300,0.32301815142538826,9.319259085432143e-249,2.453095255831039e-246,0.3088187415257403,1.892309031301387e-226,3.011092272245287e-224,+,0.32301815142538826,Phospholipids in Small VLDL,3
HHEX,fid_23442,9894,0.3291996536919137,9.863848554866326e-249,2.594570040528621e-246,0.3197880185016968,4.6915660127311153e-234,8.126245636240006e-232,+,0.3291996536919137,Total Fatty Acids,1
SMOC1,fid_23501,10438,0.32091567708316954,1.230394059891795e-248,3.2340701243368197e-246,0.3490718832564887,7.725210104169265e-292,2.7320779856594768e-291,+,0.32091567708316954,Triglycerides in Large VLDL,3
AGRP,fid_23502,10432,0.3209727435067823,1.377865011467949e-248,3.620387572930263e-246,0.3062061163333684,2.6566868558956287e-225,4.1654640764022986e-223,+,0.3209727435067823,Concentration of Medium VLDL Particles,3
SSC5D,fid_23483,10345,0.32223637384038845,1.4364516120896839e-248,3.772963794559359e-246,0.32273484988363305,2.2424897160381347e-249,4.669941523762197e-247,+,0.32223637384038845,Phospholipids in Chylomicrons and Extremely Large VLDL,3
RARRES2,fid_23510,10345,0.3222008309162404,1.6396182990547611e-248,4.305044977439141e-246,0.3365977503286868,1.992349530102937e-272,5.3607607447180414e-270,+,0.3222008309162404,Total Lipids in Small VLDL,3
PROC,fid_23498,10312,0.32257768268651876,2.4732169154090896e-248,6.486753325734959e-246,0.31712301477224836,1.2674639669819181e-239,2.352102235330313e-237,+,0.32257768268651876,Cholesterol in Large VLDL,3
PTH,fid_23522,9655,0.332730681974559,2.79156510120004e-248,7.319079441322484e-246,0.34411965517091925,1.5213978281771144e-266,3.8288880258944144e-264,+,0.332730681974559,Triglycerides in Very Small VLDL,3
GHR,fid_23420,9676,0.3323551160429131,3.1679599434251984e-248,8.299952418082548e-246,0.3352120216015037,9.735665715000209e-253,2.1126655844816507e-250,+,0.3323551160429131,Free Cholesterol in VLDL,3
PLA2G10,fid_23548,10264,-0.32319068248676863,3.580432107962161e-248,9.37049679914339e-246,-0.3177243675501449,1.827413881179506e-239,3.3851900302805707e-237,-,0.32319068248676863,Cholesteryl Esters in Small LDL,3
PRAP1,fid_23456,9912,-0.32855789014277365,3.6702883278705726e-248,9.598760125077454e-246,-0.3308527080388745,8.093965704451864e-252,1.7367354884357566e-249,-,0.32855789014277365,Linoleic Acid to Total Fatty Acids percentage,3
F7,fid_23486,10318,0.3223775209456963,3.74106946027751e-248,9.780356903970545e-246,0.32984977884258326,2.219613859697852e-260,5.228138824149865e-258,+,0.3223775209456963,Free Cholesterol in Chylomicrons and Extremely Large VLDL,3
IGFBP2,fid_23556,10420,0.32073960114441996,6.315118348948893e-248,1.6480149310005116e-245,0.32939180040701443,3.628488683487845e-262,8.747638400254745e-260,+,0.32073960114441996,Free Cholesterol in Very Large HDL,3
NPY,fid_23602,10438,-0.3204761162591788,6.350028439116192e-248,1.6565312361134841e-245,-0.3233076256227835,1.5507303546682846e-252,3.3531295955055065e-250,-,0.3204761162591788,Free Cholesterol to Total Lipids in Small VLDL percentage,3
APOM,fid_23439,10312,0.32231794481432785,6.488309744969289e-248,1.6919982145294745e-245,0.31634813164931364,2.115839474950274e-238,3.8663447088491917e-236,+,0.32231794481432785,Apolipoprotein B,3
SIT1,fid_23427,10167,-0.32446091806093913,7.069366602042741e-248,1.842204040767978e-245,-0.3181454103345942,7.036654660633107e-238,1.2774924548976334e-235,-,0.32446091806093913,Total Concentration of Lipoprotein Particles,2
TFPI,fid_23499,10254,0.3231426043771581,7.430405039594516e-248,1.934901398480486e-245,0.35176655298757914,1.938233598877909e-292,6.82486088810117e-293,+,0.3231426043771581,Cholesteryl Esters in Large VLDL,3
NPY,fid_23646,10438,-0.3204118416155659,8.070382816305299e-248,2.100802043649155e-245,-0.3305793968700031,1.3052257084015016e-264,3.2301207469185297e-262,-,0.3204118416155659,Cholesteryl Esters to Total Lipids in Small HDL percentage,3
PROC,fid_23445,10303,0.3223163721593251,1.0696091891672674e-247,2.782310390722104e-245,0.325126104786045,3.0199067155729367e-252,6.512502652074974e-250,+,0.3223163721593251,Omega-6 Fatty Acids,3
MEGF9,fid_23577,10390,0.3210102699558897,1.1777208560565436e-247,3.061346562503807e-245,0.3053271469135771,4.591159014184098e-223,7.00685571779528e-221,+,0.3210102699558897,Free Cholesterol in Small HDL,3
FABP4,fid_23563,10431,-0.32040736486274524,1.199340271071361e-247,3.1153184563635097e-245,-0.33437174769667827,7.349650308057596e-271,1.9458981210486126e-268,-,0.32040736486274524,Free Cholesterol in Large HDL,3
APOM,fid_23520,10312,0.32210482811158114,1.430562432923436e-247,3.7106270986007325e-245,0.3145098460033768,1.6262649987036504e-235,2.8645681878303045e-233,+,0.32210482811158114,Cholesteryl Esters in Very Small VLDL,3
IGFBP1,fid_23467,10404,-0.3206995329705305,1.7484375545302204e-247,4.5302956924210265e-245,-0.31586512907312275,9.638181978891914e-240,1.7904362111156116e-237,-,0.3206995329705305,Valine,3
PON3,fid_23611,10351,0.32145504537219977,1.8888823309492855e-247,4.8924539512022265e-245,0.31592819708520703,1.2450541961070202e-238,2.280855928492284e-236,+,0.32145504537219977,Cholesteryl Esters to Total Lipids in IDL percentage,3
TFPI,fid_23442,10245,0.3230169526048246,1.943298092887628e-247,5.031607332095779e-245,0.35937152015642987,5.836814943428641e-293,2.340601382826908e-292,+,0.3230169526048246,Total Fatty Acids,3
GHR,fid_23509,9676,0.331825835821472,2.1452426597140547e-247,5.552508994636207e-245,0.33856736620102035,4.23522976564093e-258,9.736306300180484e-256,+,0.331825835821472,Concentration of Small VLDL Particles,3
MEGF9,fid_23448,10381,0.320978397413864,2.163838194700119e-247,5.5986486375186754e-245,0.3108747269045065,2.1531147058923678e-231,3.609986217566285e-229,+,0.320978397413864,Saturated Fatty Acids,3
SMOC1,fid_23509,10438,0.32001439268135,3.5493800702447257e-247,9.177032498706955e-245,0.3391803660378225,2.5174935927561e-279,7.346831632457475e-277,+,0.32001439268135,Concentration of Small VLDL Particles,3
LDLR,fid_23629,10334,-0.32149682523906814,4.0919214708168365e-247,1.0576033126208115e-244,-0.4142837188580892,0,0,-,0.32149682523906814,Phospholipids to Total Lipids in Very Large HDL percentage,3
NPY,fid_23502,10438,0.3199472451841734,4.557554703611647e-247,1.1771154603497352e-244,0.31003951127728685,2.3747110807278826e-231,3.9787726559689965e-229,+,0.3199472451841734,Concentration of Medium VLDL Particles,3
RTN4R,fid_23556,10438,-0.31991268312043014,5.1833295742487356e-247,1.3377897922116081e-244,-0.331627418808737,2.2281424012836186e-266,5.603670350722365e-264,-,0.31991268312043014,Free Cholesterol in Very Large HDL,3
CLUL1,fid_23558,10276,0.3222835850311705,5.315724269890984e-247,1.3714738206954788e-244,0.3378684295812959,8.78001579642409e-273,2.3685443132186646e-270,+,0.3222835850311705,Concentration of Large HDL Particles,3
APCS,fid_23485,9838,0.32895892254172565,5.887864867624865e-247,1.5180116978422966e-244,0.34617531455245654,5.3262206149527265e-275,1.4762251224368613e-272,+,0.32895892254172565,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL,3
SSC5D,fid_23420,10345,0.321226958292271,6.107799597382475e-247,1.5741577399306284e-244,0.3154240815594795,1.0640265024653158e-237,1.923087204394893e-235,+,0.321226958292271,Free Cholesterol in VLDL,3
LCAT,fid_23483,9904,0.3278671246733256,7.193045115473213e-247,1.8525450981102343e-244,0.3364678054032252,1.0866308073521227e-260,2.5711288706848937e-258,+,0.3278671246733256,Phospholipids in Chylomicrons and Extremely Large VLDL,3
PRSS8,fid_23599,10221,-0.32295665006882757,9.118382219537472e-247,2.3475786259990448e-244,-0.3121367833069486,8.583442363652263e-230,1.4143674677858131e-227,-,0.32295665006882757,Phospholipids to Total Lipids in Small VLDL percentage,3
F10,fid_23574,9904,0.32772982287239777,1.1856158827355755e-246,3.0491987670805144e-244,0.36575271410186033,3.549287945199e-295,1.4399484934729796e-291,+,0.32772982287239777,Phospholipids in Small HDL,3
PON3,fid_23556,10351,0.32091245679223507,1.4134927785875998e-246,3.6326914144105824e-244,0.3588794023594026,3.11551249475e-296,1.281104018369875e-292,+,0.32091245679223507,Free Cholesterol in Very Large HDL,3
AGRP,fid_23596,10432,-0.31969614849789185,1.6036468697253495e-246,4.119934663789594e-244,-0.3297366282423059,4.8113138126826965e-263,1.1723482083506555e-260,-,0.31969614849789185,Cholesteryl Esters to Total Lipids in Medium VLDL percentage,3
RARRES2,fid_23605,10345,-0.32094026190540853,1.7672458714410363e-246,4.5370344298882366e-244,-0.32368533318322495,6.434935410076198e-251,1.3654576486033612e-248,-,0.32094026190540853,Cholesterol to Total Lipids in Very Small VLDL percentage,3
IGFBP1,fid_23559,10410,0.3199570976152854,1.9954395711491632e-246,5.12106768953026e-244,0.3266017708213672,2.8064084396083556e-257,6.401064980804859e-255,+,0.3199570976152854,Total Lipids in Large HDL,3
RARRES2,fid_23529,10345,0.32083430341372243,2.6163730471331486e-246,6.707527107346876e-244,0.3359100565797897,2.9605662517972937e-271,7.861291694078327e-269,+,0.32083430341372243,Triglycerides in IDL,3
FURIN,fid_23492,10379,0.3202875348251951,3.1340008847060045e-246,8.02889990113663e-244,0.31867290184431696,1.222591896324551e-243,2.3798753466868395e-241,+,0.3202875348251951,Cholesteryl Esters in Very Large VLDL,3
CD4,fid_23481,10277,0.3217577700553515,3.5110472486293134e-246,8.982196786742097e-244,0.3806578388834304,0,0,+,0.3217577700553515,Concentration of Chylomicrons and Extremely Large VLDL Particles,3
KITLG,fid_23631,10280,0.32168183943508644,3.943758464460906e-246,1.0085642627945146e-243,0.3386095777946226,3.7466434887515485e-274,1.0278583831464656e-271,+,0.32168183943508644,Cholesteryl Esters to Total Lipids in Very Large HDL percentage,3
NPY,fid_23589,10437,0.31937572494235333,4.0285468161624106e-246,1.0298858951763395e-243,0.34683597117625203,8.518759970705922e-292,2.9136200719920014e-290,+,0.31937572494235333,Phospholipids to Total Lipids in Large VLDL percentage,3
PLA2G7,fid_23593,10348,-0.3206577425109976,4.2731425718904665e-246,1.0920324925109979e-243,-0.3408077120557206,9.51264350125987e-280,2.789507970020737e-277,-,0.3206577425109976,Triglycerides to Total Lipids in Large VLDL percentage,3
PTH,fid_23500,9655,0.3313323829598612,4.317301024701789e-246,1.1029302397001155e-243,0.340554343848172,9.612656189663284e-261,2.278941601483407e-258,+,0.3313323829598612,Free Cholesterol in Large VLDL,3
ADH4,fid_23522,10146,0.323624797082695,4.918841502752006e-246,1.2561633875170122e-243,0.32139683932100716,1.689893748389493e-242,3.2478222794007916e-240,+,0.323624797082695,Triglycerides in Very Small VLDL,3
CCL27,fid_23571,10283,0.32156962423760616,5.064990682601933e-246,1.2925795839923267e-243,0.31854378076336365,3.3593714189009485e-241,6.368953429810941e-239,+,0.32156962423760616,Triglycerides in Medium HDL,3
NPY,fid_23511,10438,0.31928474790723066,5.351942901311238e-246,1.3648523286729694e-243,0.30875189919061746,2.3666675030774127e-229,3.8848094469154805e-227,+,0.31928474790723066,Phospholipids in Small VLDL,3
EPHA1,fid_23554,10330,-0.3208533002661453,5.512292040844213e-246,1.4052521818604274e-243,-0.3188887741788146,7.65349593364736e-243,1.4756082079202004e-240,-,0.3208533002661453,Cholesterol in Very Large HDL,3
CFI,fid_23552,9911,-0.3271944426486632,5.583013776475478e-246,1.4227829719505663e-243,-0.3303553651373117,5.3508462573790075e-251,1.1364138835627054e-248,-,0.3271944426486632,Total Lipids in Very Large HDL,3
GCG,fid_23501,10125,0.32380096463391345,8.25110122600216e-246,2.1012506130222094e-243,0.3321448103348254,2.6557590389298755e-259,6.187365986002609e-257,+,0.32380096463391345,Triglycerides in Large VLDL,3
LEP,fid_23560,10283,-0.3214359852147475,8.293033392557437e-246,2.111190491432284e-243,-0.32208616844500165,7.514013906622075e-247,1.521252350379701e-244,-,0.3214359852147475,Phospholipids in Large HDL,3
ADH4,fid_23508,10146,0.3234779496450806,8.430443879443102e-246,2.145421215889312e-243,0.3247733643841265,7.197990604668697e-248,1.4740832605020273e-245,+,0.3234779496450806,Triglycerides in Medium VLDL,3
SERPINF1,fid_23634,9730,0.32991812818141064,9.108414745716277e-246,2.3163347935466245e-243,0.3334455644612695,2.516639534509508e-251,5.360486398839484e-249,+,0.32991812818141064,Phospholipids to Total Lipids in Large HDL percentage,3
INHBC,fid_23508,10349,0.3203516680607637,1.2556403055659817e-245,3.190952921365823e-243,0.3327925215844608,4.414127283784276e-266,1.1074529536624818e-263,+,0.3203516680607637,Triglycerides in Medium VLDL,3
ADIPOQ,fid_23493,9911,-0.326948474125307,1.3641885490396774e-245,3.4643868076828374e-243,-0.3421790223532505,2.635616608339513e-270,6.935187741134935e-268,-,0.326948474125307,Free Cholesterol in Very Large VLDL,3
CCL27,fid_23442,10274,0.32139357446574224,1.5845684501500734e-245,4.0212402418667276e-243,0.3151082849005678,1.3732129590086045e-235,2.4223496566077444e-233,+,0.32139357446574224,Total Fatty Acids,3
ADH4,fid_23424,10146,0.3233000982117554,1.6183217042144336e-245,4.104035648129889e-243,0.31923972070480544,4.196195028465395e-239,7.737785758760791e-237,+,0.3233000982117554,Total Lipids in VLDL,3
CES1,fid_23613,10365,0.32003087672009206,1.7291789487556178e-245,4.3836402881781785e-243,0.28487552228642454,9.574243161745856e-193,1.0265752324225104e-190,+,0.32003087672009206,Triglycerides to Total Lipids in IDL percentage,3
RBP5,fid_23456,10309,-0.32081304294225765,2.0030230635724856e-245,5.07432741834588e-243,-0.3120057044470478,1.4997551317681948e-231,2.5215113843600136e-229,-,0.32081304294225765,Linoleic Acid to Total Fatty Acids percentage,3
PYY,fid_23607,9611,-0.33158840879346435,2.2340125581143348e-245,5.657531865465141e-243,-0.3211061256167765,2.192499901128348e-229,3.6005429276591654e-227,-,0.33158840879346435,Free Cholesterol to Total Lipids in Very Small VLDL percentage,3
CFI,fid_23558,9911,-0.3268000282109993,2.338122647741721e-245,5.91912623421883e-243,-0.3355545326293116,2.203667523507785e-259,5.142317161372557e-257,-,0.3268000282109993,Concentration of Large HDL Particles,3
LAMP2,fid_23573,10158,0.3230113937434606,2.4044127496064937e-245,6.084827949610031e-243,0.32649218500554655,6.3489979342894874e-251,1.3476150829746616e-248,+,0.3230113937434606,Total Lipids in Small HDL,3
PLTP,fid_23637,10412,0.3191261305532778,3.901130410893845e-245,9.85542535081442e-243,0.3453261067704776,2.0531098988056407e-289,6.764639286183853e-287,+,0.3191261305532778,Free Cholesterol to Total Lipids in Large HDL percentage,3
