protein,metabolite,metabolite_disp,r,q,Npair,weight,modP_louvain,modM_louvain,modP_walktrap,modM_walktrap,intra_louvain,intra_walktrap
PGF,fid_23418,Cholesteryl Esters in HDL,-0.24065649270586004,1.4083305958672448e-135,10432,0.24065649270586004,6,3,2,2,FALSE,TRUE
NPC2,fid_23615,Cholesterol to Total Lipids in Large LDL percentage,-0.2482124731235959,1.437269933591053e-135,9787,0.2482124731235959,6,4,2,2,FALSE,TRUE
COL18A1,fid_23484,Cholesterol in Chylomicrons and Extremely Large VLDL,0.24156215898691508,1.4759867150070497e-135,10350,0.24156215898691508,6,2,2,2,FALSE,TRUE
KDR,fid_23407,Total Triglycerides,0.2412333932070011,1.4798274182183442e-135,10379,0.2412333932070011,2,2,2,2,TRUE,TRUE
FGFBP3,fid_23548,Cholesteryl Esters in Small LDL,0.24675429684627737,1.61646961288984e-135,9903,0.24675429684627737,1,1,2,2,TRUE,TRUE
SERPINA4,fid_23489,Total Lipids in Very Large VLDL,0.24830912952954912,1.6389151942757348e-135,9775,0.24830912952954912,2,2,2,2,TRUE,TRUE
EZR,fid_23636,Cholesteryl Esters to Total Lipids in Large HDL percentage,-0.24061474585412543,1.6698616171049464e-135,10430,0.24061474585412543,6,6,2,2,TRUE,TRUE
NIT2,fid_23480,Glycoprotein Acetyls,0.2470916843920333,1.6738026884298872e-135,9874,0.2470916843920333,5,5,2,2,TRUE,TRUE
IGFBP4,fid_23622,Free Cholesterol to Total Lipids in Medium LDL percentage,-0.24263376602505823,1.7171230672009166e-135,10251,0.24263376602505823,4,6,2,2,FALSE,TRUE
TNFSF10,fid_23492,Cholesteryl Esters in Very Large VLDL,0.24056605859783176,1.7903562658692024e-135,10432,0.24056605859783176,1,1,2,2,TRUE,TRUE
SNAPIN,fid_23407,Total Triglycerides,0.24665315981037692,1.7963259432158926e-135,9908,0.24665315981037692,2,2,2,2,TRUE,TRUE
PLG,fid_23577,Free Cholesterol in Small HDL,0.24917689142580615,1.8526936351165777e-135,9701,0.24917689142580615,1,1,2,2,TRUE,TRUE
LILRB4,fid_23622,Free Cholesterol to Total Lipids in Medium LDL percentage,-0.24357421953052977,1.8565582304431692e-135,10167,0.24357421953052977,6,6,2,2,TRUE,TRUE
RET,fid_23489,Total Lipids in Very Large VLDL,0.2418223731541951,1.9373481103703238e-135,10318,0.2418223731541951,2,2,2,2,TRUE,TRUE
ELN,fid_23484,Cholesterol in Chylomicrons and Extremely Large VLDL,0.24645954764129907,2.1043518446761298e-135,9919,0.24645954764129907,2,2,2,2,TRUE,TRUE
FN1,fid_23498,Cholesterol in Large VLDL,0.24655013226467787,2.1359049145759143e-135,9911,0.24655013226467787,2,1,2,2,FALSE,TRUE
PRKAR2A,fid_23480,Glycoprotein Acetyls,0.246811126919162,2.1617428401840767e-135,9889,0.246811126919162,2,5,2,2,FALSE,TRUE
KDR,fid_23489,Total Lipids in Very Large VLDL,0.24107760374571477,2.234410454537123e-135,10379,0.24107760374571477,2,2,2,2,TRUE,TRUE
LECT2,fid_23494,Triglycerides in Very Large VLDL,0.2464339457460385,2.2477748303842783e-135,9919,0.2464339457460385,2,2,2,2,TRUE,TRUE
FXYD5,fid_23471,Lactate,0.24383049288614544,2.2962432939855437e-135,10138,0.24383049288614544,5,5,1,1,TRUE,TRUE
SNAP29,fid_23578,Triglycerides in Small HDL,0.24104342684423455,2.445324369763267e-135,10379,0.24104342684423455,2,2,2,2,TRUE,TRUE
SERPINF2,fid_23428,Concentration of VLDL Particles,0.24880567058857936,2.5383680518999767e-135,9721,0.24880567058857936,1,1,2,2,TRUE,TRUE
FHIT,fid_23471,Lactate,0.24417112105483116,2.5840970364027575e-135,10105,0.24417112105483116,5,5,1,1,TRUE,TRUE
TPP1,fid_23453,Polyunsaturated Fatty Acids to Total Fatty Acids percentage,-0.24249020778990585,2.659725075984676e-135,10249,0.24249020778990585,6,6,2,2,TRUE,TRUE
FGFBP3,fid_23519,Cholesterol in Very Small VLDL,0.24655859332890065,2.6819515370355717e-135,9903,0.24655859332890065,1,1,2,2,TRUE,TRUE
ADM,fid_23481,Concentration of Chylomicrons and Extremely Large VLDL Particles,0.24033552136082695,2.7604737751420315e-135,10438,0.24033552136082695,6,2,2,2,FALSE,TRUE
ADGRF5,fid_23471,Lactate,0.2467223295692569,2.8055774250215885e-135,9888,0.2467223295692569,5,5,1,1,TRUE,TRUE
SERPINF2,fid_23513,Cholesteryl Esters in Small VLDL,0.24876640956317617,2.8073587234433456e-135,9721,0.24876640956317617,1,1,2,2,TRUE,TRUE
PLIN1,fid_23490,Phospholipids in Very Large VLDL,0.24382669136002028,2.871649959910693e-135,10131,0.24382669136002028,2,2,2,2,TRUE,TRUE
ADM,fid_23596,Cholesteryl Esters to Total Lipids in Medium VLDL percentage,-0.2403114577895126,2.9415135435594004e-135,10438,0.2403114577895126,6,4,2,2,FALSE,TRUE
CCL22,fid_23578,Triglycerides in Small HDL,0.24301882372750208,3.0103017218874645e-135,10199,0.24301882372750208,2,2,2,2,TRUE,TRUE
LECT2,fid_23488,Concentration of Very Large VLDL Particles,0.2463001734067631,3.1779455796998234e-135,9919,0.2463001734067631,2,2,2,2,TRUE,TRUE
MCFD2,fid_23471,Lactate,0.24243526570917304,3.3630013965183763e-135,10246,0.24243526570917304,5,5,1,1,TRUE,TRUE
LECT2,fid_23550,Triglycerides in Small LDL,0.24627359373945135,3.4038381762150337e-135,9919,0.24627359373945135,2,2,2,2,TRUE,TRUE
NPC2,fid_23610,Cholesterol to Total Lipids in IDL percentage,-0.24786685365833497,3.49782685380814e-135,9787,0.24786685365833497,6,4,2,2,FALSE,TRUE
SYAP1,fid_23578,Triglycerides in Small HDL,0.24923860813535703,3.5104000082329654e-135,9676,0.24923860813535703,1,2,2,2,FALSE,TRUE
TNFRSF12A,fid_23494,Triglycerides in Very Large VLDL,0.2409054536380981,3.5202001093330623e-135,10379,0.2409054536380981,6,2,2,2,FALSE,TRUE
SMOC1,fid_23512,Cholesterol in Small VLDL,0.24023712196183783,3.58097993177254e-135,10438,0.24023712196183783,1,1,2,2,TRUE,TRUE
EFNA4,fid_23480,Glycoprotein Acetyls,0.24242252586326507,3.582732269435613e-135,10245,0.24242252586326507,6,5,2,2,FALSE,TRUE
IGF2R,fid_23536,Triglycerides in Large LDL,0.24123533309130055,3.6020072554113627e-135,10349,0.24123533309130055,2,2,2,2,TRUE,TRUE
LSP1,fid_23453,Polyunsaturated Fatty Acids to Total Fatty Acids percentage,-0.2419089733251256,3.6782937444070026e-135,10289,0.2419089733251256,6,6,2,2,TRUE,TRUE
ITGAV,fid_23414,Phospholipids in HDL,0.24022691204527857,3.6783014553871884e-135,10438,0.24022691204527857,3,3,2,2,TRUE,TRUE
NOTCH3,fid_23488,Concentration of Very Large VLDL Particles,-0.2402828057822461,3.903263954885054e-135,10431,0.2402828057822461,3,2,2,2,FALSE,TRUE
NPDC1,fid_23454,Monounsaturated Fatty Acids to Total Fatty Acids percentage,0.242051804452458,3.964717479855882e-135,10274,0.242051804452458,6,6,4,2,TRUE,FALSE
SERPINF2,fid_23512,Cholesterol in Small VLDL,0.24861893657189915,4.096739787716048e-135,9721,0.24861893657189915,1,1,2,2,TRUE,TRUE
LGALS4,fid_23635,Cholesterol to Total Lipids in Large HDL percentage,-0.24139991510593353,4.1170213231525115e-135,10330,0.24139991510593353,4,6,2,2,FALSE,TRUE
IGFBP1,fid_23460,Alanine,-0.24051503934249852,4.17366100634545e-135,10408,0.24051503934249852,4,4,2,2,TRUE,TRUE
MFGE8,fid_23445,Omega-6 Fatty Acids,0.24125884970190145,4.298666379250288e-135,10341,0.24125884970190145,4,1,2,2,FALSE,TRUE
SUOX,fid_23635,Cholesterol to Total Lipids in Large HDL percentage,-0.2463148106535489,4.308346516998387e-135,9908,0.2463148106535489,6,6,2,2,TRUE,TRUE
APOA2,fid_23406,HDL Cholesterol,0.24634433312784243,4.5221911303728926e-135,9904,0.24634433312784243,3,3,2,2,TRUE,TRUE
GFER,fid_23471,Lactate,0.24406300846971923,4.650593203792688e-135,10095,0.24406300846971923,2,5,2,1,FALSE,FALSE
DCXR,fid_23495,Concentration of Large VLDL Particles,0.2407943354565676,4.7208726452501287e-135,10379,0.2407943354565676,2,2,2,2,TRUE,TRUE
ADGRG2,fid_23606,Cholesteryl Esters to Total Lipids in Very Small VLDL percentage,0.24185287515729512,5.104336158507177e-135,10283,0.24185287515729512,3,4,2,2,FALSE,TRUE
TNFRSF10A,fid_23456,Linoleic Acid to Total Fatty Acids percentage,-0.24217208335837911,5.116838148104093e-135,10255,0.24217208335837911,4,4,2,2,TRUE,TRUE
ERBB3,fid_23413,Phospholipids in LDL,0.2418783354167117,5.38272812971027e-135,10279,0.2418783354167117,1,1,2,2,TRUE,TRUE
COL4A1,fid_23500,Free Cholesterol in Large VLDL,-0.2418309232377401,5.4069354503730134e-135,10283,0.2418309232377401,1,2,2,2,FALSE,TRUE
GOLM2,fid_23640,Cholesterol to Total Lipids in Medium HDL percentage,-0.24016499033152583,5.4905086935381773e-135,10430,0.24016499033152583,6,6,2,2,TRUE,TRUE
FN1,fid_23488,Concentration of Very Large VLDL Particles,0.2461703545194352,5.70081104251758e-135,9911,0.2461703545194352,2,2,2,2,TRUE,TRUE
NRP1,fid_23481,Concentration of Chylomicrons and Extremely Large VLDL Particles,-0.241102392704502,5.761828971242153e-135,10345,0.241102392704502,2,2,2,2,TRUE,TRUE
TNFRSF11A,fid_23613,Triglycerides to Total Lipids in IDL percentage,0.24012293760472017,5.783426754359412e-135,10432,0.24012293760472017,3,4,2,2,FALSE,TRUE
CD300E,fid_23454,Monounsaturated Fatty Acids to Total Fatty Acids percentage,0.2403969510165074,6.049722613682134e-135,10406,0.2403969510165074,6,6,2,2,TRUE,TRUE
LRCH4,fid_23648,Triglycerides to Total Lipids in Small HDL percentage,0.24983688317173997,6.094936002398284e-135,9611,0.24983688317173997,6,6,2,2,TRUE,TRUE
PGF,fid_23561,Cholesterol in Large HDL,-0.24009645833036744,6.202840127030607e-135,10432,0.24009645833036744,6,3,2,2,FALSE,TRUE
ELN,fid_23485,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL,0.2460333022945328,6.334288226582405e-135,9919,0.2460333022945328,2,2,2,2,TRUE,TRUE
SORT1,fid_23488,Concentration of Very Large VLDL Particles,0.2421105895557764,6.384709779014185e-135,10253,0.2421105895557764,2,2,2,2,TRUE,TRUE
RAB6A,fid_23526,Cholesterol in IDL,0.2415937756170819,6.433508992876605e-135,10298,0.2415937756170819,1,1,2,2,TRUE,TRUE
CTSO,fid_23431,Average Diameter for VLDL Particles,0.24007695105162316,6.530826816712627e-135,10432,0.24007695105162316,6,3,2,2,FALSE,TRUE
LEPR,fid_23639,Phospholipids to Total Lipids in Medium HDL percentage,-0.24174859551395303,6.711998840485145e-135,10283,0.24174859551395303,3,6,2,2,FALSE,TRUE
ITGA5,fid_23447,Monounsaturated Fatty Acids,0.2410772797034378,6.935241427723504e-135,10341,0.2410772797034378,2,2,2,2,TRUE,TRUE
TNFSF10,fid_23503,Total Lipids in Medium VLDL,0.2400261449356786,7.471553804109847e-135,10432,0.2400261449356786,1,1,2,2,TRUE,TRUE
SMAD2,fid_23448,Saturated Fatty Acids,0.24657728352506736,7.615963584166835e-135,9868,0.24657728352506736,2,2,2,2,TRUE,TRUE
HEG1,fid_23452,Omega-6 Fatty Acids to Total Fatty Acids percentage,-0.2490421602426029,7.726633482893829e-135,9667,0.2490421602426029,2,2,2,2,TRUE,TRUE
CANT1,fid_23515,Triglycerides in Small VLDL,0.24169028624890643,7.823134764035074e-135,10283,0.24169028624890643,2,2,2,2,TRUE,TRUE
HEG1,fid_23408,Triglycerides in VLDL,0.2489192387778033,7.93989495327332e-135,9676,0.2489192387778033,2,2,2,2,TRUE,TRUE
NRP1,fid_23508,Triglycerides in Medium VLDL,-0.2409780955135743,7.992473755648175e-135,10345,0.2409780955135743,2,1,2,2,FALSE,TRUE
EFCAB14,fid_23494,Triglycerides in Very Large VLDL,0.2463342859539772,8.128409341597851e-135,9886,0.2463342859539772,2,2,2,2,TRUE,TRUE
HJV,fid_23448,Saturated Fatty Acids,0.2461768191303196,8.141085575403695e-135,9899,0.2461768191303196,2,2,2,2,TRUE,TRUE
ELOA,fid_23639,Phospholipids to Total Lipids in Medium HDL percentage,0.24126440422540488,8.413310282595837e-135,10318,0.24126440422540488,6,6,2,2,TRUE,TRUE
SERPINA5,fid_23538,Total Lipids in Medium LDL,0.24727344988922997,8.566328100404951e-135,9807,0.24727344988922997,1,1,2,2,TRUE,TRUE
CRHBP,fid_23617,Free Cholesterol to Total Lipids in Large LDL percentage,-0.24110974780150385,8.834784903450393e-135,10330,0.24110974780150385,6,4,2,2,FALSE,TRUE
RRAS,fid_23471,Lactate,0.2495254907852252,8.884194228047309e-135,9624,0.2495254907852252,5,5,1,1,TRUE,TRUE
GGH,fid_23570,Free Cholesterol in Medium HDL,-0.24352143377216456,9.174017275933339e-135,10119,0.24352143377216456,3,3,2,2,TRUE,TRUE
CES2,fid_23573,Total Lipids in Small HDL,0.2412287154334121,9.239518577631439e-135,10318,0.2412287154334121,2,1,2,2,FALSE,TRUE
TTR,fid_23479,Albumin,0.2472061896902832,9.866881028829057e-135,9808,0.2472061896902832,1,6,2,4,FALSE,FALSE
CIAPIN1,fid_23471,Lactate,0.24085128731020145,9.907360282339725e-135,10349,0.24085128731020145,5,5,1,1,TRUE,TRUE
APOC1,fid_23518,Phospholipids in Very Small VLDL,0.24617227595860935,1.0241779254772409e-134,9892,0.24617227595860935,1,1,2,2,TRUE,TRUE
IL32,fid_23555,Cholesteryl Esters in Very Large HDL,0.24141675772676105,1.0242006303474756e-134,10298,0.24141675772676105,3,3,2,2,TRUE,TRUE
LATS1,fid_23494,Triglycerides in Very Large VLDL,0.24937723585231092,1.1779683374301395e-134,9627,0.24937723585231092,2,2,2,2,TRUE,TRUE
LAMP2,fid_23434,Phosphoglycerides,0.24305311564234588,1.2138275912427479e-134,10150,0.24305311564234588,2,1,2,2,FALSE,TRUE
EFCAB14,fid_23447,Monounsaturated Fatty Acids,0.246269295880896,1.232763232764667e-134,9878,0.246269295880896,2,2,2,2,TRUE,TRUE
COL4A1,fid_23492,Cholesteryl Esters in Very Large VLDL,-0.24150701966105664,1.2653456587955082e-134,10283,0.24150701966105664,1,1,2,2,TRUE,TRUE
SIT1,fid_23437,Phosphatidylcholines,-0.2429267831589472,1.284969789652882e-134,10159,0.2429267831589472,3,1,2,2,FALSE,TRUE
COL6A3,fid_23480,Glycoprotein Acetyls,0.23982731104516025,1.3008210453412663e-134,10431,0.23982731104516025,6,5,2,2,FALSE,TRUE
LDLR,fid_23404,Clinical LDL Cholesterol,0.24086932054792903,1.3102554047181214e-134,10338,0.24086932054792903,1,1,2,2,TRUE,TRUE
DCXR,fid_23550,Triglycerides in Small LDL,0.2404005548499009,1.332866535333402e-134,10379,0.2404005548499009,2,2,2,2,TRUE,TRUE
CTSF,fid_23437,Phosphatidylcholines,0.2404973060422913,1.3487389869120071e-134,10370,0.2404973060422913,3,1,2,2,FALSE,TRUE
COL6A3,fid_23640,Cholesterol to Total Lipids in Medium HDL percentage,-0.2398013722807404,1.3927960518620293e-134,10431,0.2398013722807404,6,6,2,2,TRUE,TRUE
SORT1,fid_23489,Total Lipids in Very Large VLDL,0.2418000293974928,1.440523936416297e-134,10253,0.2418000293974928,2,2,2,2,TRUE,TRUE
RET,fid_23408,Triglycerides in VLDL,0.24105390300221513,1.4623895990941836e-134,10318,0.24105390300221513,2,2,2,2,TRUE,TRUE
FLI1,fid_23515,Triglycerides in Small VLDL,0.24326658622217148,1.4845134469788619e-134,10125,0.24326658622217148,2,2,2,2,TRUE,TRUE
TMED8,fid_23471,Lactate,0.24645993778977832,1.497001379541906e-134,9856,0.24645993778977832,5,5,1,1,TRUE,TRUE
NOTCH3,fid_23500,Free Cholesterol in Large VLDL,-0.23976929934626717,1.5155337963271895e-134,10431,0.23976929934626717,3,2,2,2,FALSE,TRUE
AGRP,fid_23521,Free Cholesterol in Very Small VLDL,0.2397364494306137,1.6050813778142788e-134,10432,0.2397364494306137,1,1,2,2,TRUE,TRUE
TNFRSF11A,fid_23480,Glycoprotein Acetyls,0.23972865475710572,1.6385430979892165e-134,10432,0.23972865475710572,3,5,2,2,FALSE,TRUE
PPIB,fid_23480,Glycoprotein Acetyls,0.2406219324085287,1.6566937240282176e-134,10352,0.2406219324085287,5,5,1,2,TRUE,FALSE
ACAA1,fid_23636,Cholesteryl Esters to Total Lipids in Large HDL percentage,-0.2432195269309871,1.6781076282851644e-134,10125,0.2432195269309871,2,6,2,2,FALSE,TRUE
BTN3A2,fid_23480,Glycoprotein Acetyls,0.24122829222528053,1.6792025622778986e-134,10298,0.24122829222528053,6,5,2,2,FALSE,TRUE
PTGR1,fid_23636,Cholesteryl Esters to Total Lipids in Large HDL percentage,-0.2456523224256237,1.692753027231174e-134,9919,0.2456523224256237,4,6,2,2,FALSE,TRUE
CXCL6,fid_23494,Triglycerides in Very Large VLDL,0.23971195859280833,1.711801039214791e-134,10432,0.23971195859280833,2,2,2,2,TRUE,TRUE
FURIN,fid_23469,Tyrosine,0.24053025871766875,1.712620273908127e-134,10359,0.24053025871766875,4,4,2,2,TRUE,TRUE
NOTCH3,fid_23635,Cholesterol to Total Lipids in Large HDL percentage,0.2397081547339268,1.7807869713897661e-134,10431,0.2397081547339268,3,6,2,2,FALSE,TRUE
F7,fid_23537,Concentration of Medium LDL Particles,0.240974714139626,1.8001604092201459e-134,10318,0.240974714139626,1,1,2,2,TRUE,TRUE
TNFRSF1A,fid_23457,Docosahexaenoic Acid to Total Fatty Acids percentage,-0.2407135637000503,1.8042310182334356e-134,10341,0.2407135637000503,3,6,2,2,FALSE,TRUE
PGF,fid_23622,Free Cholesterol to Total Lipids in Medium LDL percentage,-0.23968966177977696,1.815416710714048e-134,10432,0.23968966177977696,6,6,2,2,TRUE,TRUE
LATS1,fid_23497,Phospholipids in Large VLDL,0.24919001163535712,1.895495956939827e-134,9627,0.24919001163535712,2,2,2,2,TRUE,TRUE
HJV,fid_23410,Triglycerides in HDL,0.2457399008176124,1.8987324905195438e-134,9908,0.2457399008176124,2,2,2,2,TRUE,TRUE
EFCAB14,fid_23641,Cholesteryl Esters to Total Lipids in Medium HDL percentage,-0.245974191943378,2.0549245782264068e-134,9886,0.245974191943378,2,6,2,2,FALSE,TRUE
APBB1IP,fid_23454,Monounsaturated Fatty Acids to Total Fatty Acids percentage,0.2410116176123569,2.13621713618269e-134,10309,0.2410116176123569,6,6,2,2,TRUE,TRUE
CA6,fid_23560,Phospholipids in Large HDL,0.24078069711567335,2.1606055370397232e-134,10329,0.24078069711567335,3,3,2,2,TRUE,TRUE
CRHBP,fid_23563,Free Cholesterol in Large HDL,-0.24076520018060335,2.1844689403216949e-134,10330,0.24076520018060335,6,3,2,2,FALSE,TRUE
TNFSF14,fid_23480,Glycoprotein Acetyls,0.24151243367146327,2.2005603933350958e-134,10264,0.24151243367146327,5,5,1,2,TRUE,FALSE
KDR,fid_23420,Free Cholesterol in VLDL,0.24019991944299063,2.2595564918789047e-134,10379,0.24019991944299063,2,1,2,2,FALSE,TRUE
CD5,fid_23641,Cholesteryl Esters to Total Lipids in Medium HDL percentage,-0.2397291543134455,2.329060105948324e-134,10420,0.2397291543134455,3,6,2,2,FALSE,TRUE
KDR,fid_23543,Triglycerides in Medium LDL,0.24018727925464747,2.3357793501853726e-134,10379,0.24018727925464747,2,2,2,2,TRUE,TRUE
PTGR1,fid_23635,Cholesterol to Total Lipids in Large HDL percentage,-0.24550568812276977,2.470323571981767e-134,9919,0.24550568812276977,4,6,2,2,FALSE,TRUE
TCTN3,fid_23529,Triglycerides in IDL,0.24550394093495465,2.481356725354995e-134,9919,0.24550394093495465,2,2,2,2,TRUE,TRUE
HJV,fid_23488,Concentration of Very Large VLDL Particles,0.24563266344161191,2.5024904888749937e-134,9908,0.24563266344161191,2,2,2,2,TRUE,TRUE
MTHFSD,fid_23480,Glycoprotein Acetyls,0.2475923010820768,2.5708397570005197e-134,9746,0.2475923010820768,2,5,2,2,FALSE,TRUE
PLA2G15,fid_23455,Saturated Fatty Acids to Total Fatty Acids percentage,0.24024251632713775,2.634949971953838e-134,10370,0.24024251632713775,6,4,2,2,FALSE,TRUE
SSC4D,fid_23430,Concentration of HDL Particles,-0.24156241374127468,2.6817276495608287e-134,10253,0.24156241374127468,3,3,2,2,TRUE,TRUE
AIFM1,fid_23454,Monounsaturated Fatty Acids to Total Fatty Acids percentage,0.24109159521292473,2.7060726837401436e-134,10294,0.24109159521292473,6,6,2,2,TRUE,TRUE
ISM1,fid_23443,Degree of Unsaturation,-0.24114840820647668,2.7061256227625797e-134,10289,0.24114840820647668,2,6,2,2,FALSE,TRUE
SERPINA5,fid_23513,Cholesteryl Esters in Small VLDL,0.24681857190015513,2.75026330300101e-134,9807,0.24681857190015513,1,1,2,2,TRUE,TRUE
SMAD2,fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,-0.2460689592950315,2.814632097851065e-134,9868,0.2460689592950315,2,6,2,2,FALSE,TRUE
RET,fid_23515,Triglycerides in Small VLDL,0.24079366309661832,2.893447168416415e-134,10318,0.24079366309661832,2,2,2,2,TRUE,TRUE
EZR,fid_23622,Free Cholesterol to Total Lipids in Medium LDL percentage,-0.2395251959947791,2.969625909724149e-134,10430,0.2395251959947791,6,6,2,2,TRUE,TRUE
SELE,fid_23481,Concentration of Chylomicrons and Extremely Large VLDL Particles,0.2395030739968943,3.056675125676421e-134,10431,0.2395030739968943,6,2,2,2,FALSE,TRUE
HNRNPUL1,fid_23471,Lactate,0.24592413348121253,3.088451081713591e-134,9877,0.24592413348121253,6,5,2,1,FALSE,FALSE
PTPRB,fid_23442,Total Fatty Acids,0.2454960855831303,3.3446248410522867e-134,9910,0.2454960855831303,2,2,2,2,TRUE,TRUE
FGFBP1,fid_23644,Phospholipids to Total Lipids in Small HDL percentage,-0.2400430189583301,3.4132984553963746e-134,10379,0.2400430189583301,1,4,2,2,FALSE,TRUE
LECT2,fid_23452,Omega-6 Fatty Acids to Total Fatty Acids percentage,-0.24548726727946776,3.420907690970869e-134,9910,0.24548726727946776,2,2,2,2,TRUE,TRUE
EFCAB14,fid_23495,Concentration of Large VLDL Particles,0.2457491483200459,3.665759026305574e-134,9886,0.2457491483200459,2,2,2,2,TRUE,TRUE
INPP5D,fid_23640,Cholesterol to Total Lipids in Medium HDL percentage,-0.2484350096067179,3.746222536454444e-134,9666,0.2484350096067179,6,6,2,2,TRUE,TRUE
EFCAB14,fid_23490,Phospholipids in Very Large VLDL,0.24573720906117147,3.779384800419679e-134,9886,0.24573720906117147,2,2,2,2,TRUE,TRUE
ITGAV,fid_23559,Total Lipids in Large HDL,0.23933318980157176,3.89554591559697e-134,10438,0.23933318980157176,3,3,2,2,TRUE,TRUE
TNFRSF9,fid_23478,Creatinine,0.24682646263548216,3.922362169482756e-134,9795,0.24682646263548216,3,6,2,4,FALSE,FALSE
CRHBP,fid_23559,Total Lipids in Large HDL,-0.24052609860821716,4.0895531492124637e-134,10330,0.24052609860821716,6,3,2,2,FALSE,TRUE
ADM,fid_23648,Triglycerides to Total Lipids in Small HDL percentage,0.23931173049788004,4.1215755445850282e-134,10438,0.23931173049788004,6,6,2,2,TRUE,TRUE
CXCL6,fid_23490,Phospholipids in Very Large VLDL,0.23936920078278323,4.224382679492017e-134,10432,0.23936920078278323,2,2,2,2,TRUE,TRUE
SIT1,fid_23436,Total Cholines,-0.24246753713330377,4.247848236284133e-134,10159,0.24246753713330377,3,1,2,2,FALSE,TRUE
ITGA5,fid_23490,Phospholipids in Very Large VLDL,0.2402949943991215,4.2707341493703398e-134,10349,0.2402949943991215,2,2,2,2,TRUE,TRUE
LGALS1,fid_23578,Triglycerides in Small HDL,0.2410189505584982,4.539138451801068e-134,10283,0.2410189505584982,3,2,2,2,FALSE,TRUE
SELPLG,fid_23408,Triglycerides in VLDL,0.2408368701318085,4.679137477190723e-134,10298,0.2408368701318085,2,2,2,2,TRUE,TRUE
NPC2,fid_23642,Free Cholesterol to Total Lipids in Medium HDL percentage,-0.24684939284037455,4.746750850580232e-134,9787,0.24684939284037455,6,3,2,2,FALSE,TRUE
CFB,fid_23554,Cholesterol in Very Large HDL,-0.2473724750944853,4.950213690902919e-134,9743,0.2473724750944853,3,3,2,2,TRUE,TRUE
ITGA5,fid_23494,Triglycerides in Very Large VLDL,0.24022495132119911,5.129955112853345e-134,10349,0.24022495132119911,2,2,2,2,TRUE,TRUE
NPL,fid_23648,Triglycerides to Total Lipids in Small HDL percentage,0.24521743836157045,5.184425308185183e-134,9919,0.24521743836157045,2,6,2,2,FALSE,TRUE
KDR,fid_23480,Glycoprotein Acetyls,0.23988106881106355,5.219124597769145e-134,10379,0.23988106881106355,2,5,2,2,FALSE,TRUE
HSD11B1,fid_23430,Concentration of HDL Particles,0.24078180284534553,5.403502204114e-134,10298,0.24078180284534553,3,3,2,2,TRUE,TRUE
LATS1,fid_23453,Polyunsaturated Fatty Acids to Total Fatty Acids percentage,-0.24888937078819057,5.4128906335172025e-134,9618,0.24888937078819057,2,6,2,2,FALSE,TRUE
GFRA1,fid_23640,Cholesterol to Total Lipids in Medium HDL percentage,-0.2393214799483936,5.542439090295315e-134,10427,0.2393214799483936,6,6,2,2,TRUE,TRUE
PGF,fid_23605,Cholesterol to Total Lipids in Very Small VLDL percentage,-0.2392614780518968,5.605603699054061e-134,10432,0.2392614780518968,6,4,2,2,FALSE,TRUE
LATS1,fid_23448,Saturated Fatty Acids,0.24887076858350843,5.674215344686364e-134,9618,0.24887076858350843,2,2,2,2,TRUE,TRUE
FLI1,fid_23624,Phospholipids to Total Lipids in Small LDL percentage,-0.24274350974676387,5.7770931370395695e-134,10125,0.24274350974676387,2,1,2,2,FALSE,TRUE
LDLR,fid_23593,Triglycerides to Total Lipids in Large VLDL percentage,-0.2403017100741094,5.979948916700179e-134,10337,0.2403017100741094,1,1,2,2,TRUE,TRUE
IFI30,fid_23604,Phospholipids to Total Lipids in Very Small VLDL percentage,0.2481985673509988,6.016732397378371e-134,9670,0.2481985673509988,6,3,2,2,FALSE,TRUE
SNAPIN,fid_23578,Triglycerides in Small HDL,0.24526278243665023,6.476728802658762e-134,9908,0.24526278243665023,2,2,2,2,TRUE,TRUE
NRP1,fid_23486,Free Cholesterol in Chylomicrons and Extremely Large VLDL,-0.24017723068373897,6.542628482624791e-134,10345,0.24017723068373897,2,2,2,2,TRUE,TRUE
FGFBP3,fid_23401,Total Cholesterol Minus HDL-C,0.24531473442478663,6.612435919113772e-134,9903,0.24531473442478663,1,1,2,2,TRUE,TRUE
TNFRSF11A,fid_23562,Cholesteryl Esters in Large HDL,-0.2391963899203065,6.652517780760923e-134,10432,0.2391963899203065,3,3,2,2,TRUE,TRUE
GIP,fid_23464,Total Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine),0.2482803914176642,6.704750254323648e-134,9660,0.2482803914176642,4,4,2,2,TRUE,TRUE
NPC2,fid_23605,Cholesterol to Total Lipids in Very Small VLDL percentage,-0.2467030602327358,6.898059506007052e-134,9787,0.2467030602327358,6,4,2,2,FALSE,TRUE
NOTCH3,fid_23452,Omega-6 Fatty Acids to Total Fatty Acids percentage,0.2392938223007095,6.899682949082987e-134,10422,0.2392938223007095,3,2,2,2,FALSE,TRUE
MYH9,fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,-0.2451786913633469,7.104350612446568e-134,9912,0.2451786913633469,2,6,2,2,FALSE,TRUE
